,text
197,RT @LaClavijo_: Cada que iba le decían: aún no hay plan de pagos porque el alivio vence el 6 meses. Mi papá les decía que él ya podía pagar…
198,RT @castellanapura: Banco Santander volverá a ser rescatado si se aprueba la fusión con BBVA https://t.co/VqvosyXbp9 a través de @diario_16
199,RT @castellanapura: Banco Santander volverá a ser rescatado si se aprueba la fusión con BBVA https://t.co/VqvosyXbp9 a través de @diario_16
200,"@ScotiabankMX @scotiabank no funciona y no me dan soluciones ni vía telefónica y ni en sucursal, ayer estuve desde… https://t.co/avCJVYbGET"
201,Que mierda de banco eres @BBVA_Mex
202,RT @castellanapura: Banco Santander volverá a ser rescatado si se aprueba la fusión con BBVA https://t.co/VqvosyXbp9 a través de @diario_16
203,RT @castellanapura: Banco Santander volverá a ser rescatado si se aprueba la fusión con BBVA https://t.co/VqvosyXbp9 a través de @diario_16
204,@PercevalT @bbva Y da gracias que no te ponen a hacer cola en la calle para que te apañes en el cajero automático l… https://t.co/OBBpjYY3fZ
205,Señores de @BBVA_Colombia hasta cuándo piensan dar solo billetes de 59 y 100 en los cajeros. Ya van para 10 meses y… https://t.co/IS7Gqmfu8e
206,Banco Santander volverá a ser rescatado si se aprueba la fusión con BBVA https://t.co/VqvosyXbp9 a través de @diario_16
207,"Si yo fuese un banco desearía ser @BBVA_Mex  neta que te amo ❣️

El mejor del mundo mundial"
208,"RT @mariano9605: Caduca la concesión dl hotel Sidi Saler, ubicado en pleno parque natural d l'Albufera, y la propiedad trata d prorrogarla…"
209,"Bueno, pues acabo de enterarme por una asesora del @BBVA_Colombia @bbva que los ""ALIVIOS""  del banco.
NO FUERON ALI… https://t.co/EvnUT2QFee"
210,"RT @CMontgomeryB_: Smithers, ponga mis últimos 2000, en ese banco español, vamos a mejorar las cosas muchachos. 

#Bbva #inversiones #menta…"
211,@JulyLostaunau @bbva_peru Ese banco es de lo peor estoy de acuerdo yo tuve también un problema  tuve que llevar a m… https://t.co/1AqHh5Z35G
212,"Mood actual:
Modo @AceroSagaz pidiendole al banco frances q me dejen reventar la tarjeta. Quiero gastar muchos peso… https://t.co/Cv47WzX1yh"
213,"Un amigo fue al #banco BBVA, al entrar a la sucursal llevaba su cubrebocas y los empleados revisaban que guardara l… https://t.co/dLqJiTU3i7"
214,@mario_dico50 por desgracia las bases de datos de los bancos son publicas de manera que cualquiera te marca te dice… https://t.co/f1Cxg1eb4S
215,"RT @dhgcorrecaminos: Pues habrá q ir buscando otro banco, a mi m da igual, pero x ejemplo mi madre no sabe manejar un cajero y no le vais a…"
216,"RT @mariano9605: Caduca la concesión dl hotel Sidi Saler, ubicado en pleno parque natural d l'Albufera, y la propiedad trata d prorrogarla…"
217,"Caduca la concesión dl hotel Sidi Saler, ubicado en pleno parque natural d l'Albufera, y la propiedad trata d prorr… https://t.co/qcrb8piQXg"
218,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
219,@CU_Py Mi reclamo es desde bancos a la CU. En todo caso si solo desde Banco BASA se puede deberían informar solo es… https://t.co/3gHvuoZ6PZ
220,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
221,@bbva_peru me pueden decir al menos si mi dinero de la AFP se encuentra ya en el banco para pasar a recogerlo? Voy… https://t.co/tKAtDAW2zc
222,"@dhgcorrecaminos @bbva Hasta que encuentres otro banco mejor, que tu madre saque 2000€ y cuando le pregunten si qui… https://t.co/gnxoegKzLp"
223,@NicolasMaduro Saludo Revolucionario  Chavez  comercializa con la banco Española y menos  con el  BBVA la banca esp… https://t.co/WgRUhEogPZ
224,@paolobenza BBVA nos negó #reactiva por no tener “productos” del banco
225,"Que lastima que un banco reconocido como @bbva haga este tipo de acciones, hoy fui a cambiar, y en su morralla me s… https://t.co/O6APKhfusS"
226,"Saludos @CondusefMX @BBVA_Mex, llevo días recibiendo una llamada (varias al día) de una grabación de una empresa CM… https://t.co/t1geCmEXzs"
227,@jiica @BBVA_Mex @quintopodermex @julioastillero Al respecto les recordamos que Banco Santander nunca llamará para… https://t.co/eHG2Snfj2d
228,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
229,@LifeMiles deja de tener aliados en Perú? Las tarjetas de @bbva_peru y @interbank (a partir del 24 de octubre) no p… https://t.co/RYQKkryeaj
230,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
231,@CiroGomezL @AsocBancosMx La neta. A la vean mayoría de gente a la cuál le han defraudado. Es porque les marcan dic… https://t.co/8APeaPDNce
232,"RT @dhgcorrecaminos: Pues habrá q ir buscando otro banco, a mi m da igual, pero x ejemplo mi madre no sabe manejar un cajero y no le vais a…"
233,"RT @SandroyMarielen: @paolobenza Igual con BBVA, lo pedí 3 veces , a la tercera tuve que acercarme al banco a preguntar si aplicaba , recié…"
234,"Wtf @bbva como que me cobras comisión por sacar dinero de TU banco, con MI tarjeta (de tu banco), en TUS cajeros!?!… https://t.co/rJQlk1GQMJ"
235,"RT @dhgcorrecaminos: Pues habrá q ir buscando otro banco, a mi m da igual, pero x ejemplo mi madre no sabe manejar un cajero y no le vais a…"
236,"@paolobenza BBVA ES UNA MIERDA DE BANCO
INTERESES POR LAS NUBES .. JODANSE"
237,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
238,"@bbrune23 Eso es una HIjoeputada ahora aqui en Vzla el banco BBVA también aplicaría eso a los extranjeros, un desca… https://t.co/LWvEzicPMt"
239,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
240,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
241,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
242,"@gaby_cam Normalmente no son del banco, sino que contratan a otra empresa que se dedica a eso. Lo sé porque mi hija… https://t.co/MIrY77awYH"
243,"RT @SandroyMarielen: @paolobenza Igual con BBVA, lo pedí 3 veces , a la tercera tuve que acercarme al banco a preguntar si aplicaba , recié…"
244,"RT @dhgcorrecaminos: Pues habrá q ir buscando otro banco, a mi m da igual, pero x ejemplo mi madre no sabe manejar un cajero y no le vais a…"
245,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
246,"RT @dhgcorrecaminos: Pues habrá q ir buscando otro banco, a mi m da igual, pero x ejemplo mi madre no sabe manejar un cajero y no le vais a…"
247,"RT @dhgcorrecaminos: Pues habrá q ir buscando otro banco, a mi m da igual, pero x ejemplo mi madre no sabe manejar un cajero y no le vais a…"
248,"RT @Perseo662: @Finanzas333 @julioastillero Es conocido por los usuarios de @bbva, que sus datos circulan en un montón de manos dentro y fu…"
249,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
250,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
251,Banco de Alimentos consigue una de las donaciones de BBVA https://t.co/ODfwj1l7Gm https://t.co/Nd41eBk9I8
252,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
253,"RT @dhgcorrecaminos: Pues habrá q ir buscando otro banco, a mi m da igual, pero x ejemplo mi madre no sabe manejar un cajero y no le vais a…"
254,"Pues habrá q ir buscando otro banco, a mi m da igual, pero x ejemplo mi madre no sabe manejar un cajero y no le vai… https://t.co/ibbOAD4ath"
255,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
256,RT @Elnomada9: #Peru en el banco BBVA le están cobrando 50 soles mensuales “de mantenimiento “ a los extranjeros.... qué tal? @MORCILLA17
257,@seryico @bbva Yo me iré también BBVA si empiezan a cobrar comisiones como tu bien dices nos miraremos otro Banco y… https://t.co/6kcaJUiTqK
258,"RT @seryico: Me he quedado muerto con el movimiento (a peor) del banco @bbva, a partir de diciembre casi van a cobrar comisión por respirar…"
259,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
260,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
261,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
262,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
263,"RT @EstulinDaniel: 🤣🤣😂😂🤣🤣😂😂🤣🤣😂😂🤣🤣😂 Periodismo serio... patrocinado por Banco Santander, BBVA, el Pais, etc etc. Isabel Gemio: “Ahora más qu…"
264,Me quieren ver la cara mandandome captura de un pago a bbva cuando mi banco es otro..así o más pendejos?
265,"Me he quedado muerto con el movimiento (a peor) del banco @bbva, a partir de diciembre casi van a cobrar comisión p… https://t.co/Rrx81tWm1U"
266,ValuEngine Downgrades Banco Bilbao Vizcaya Argentaria $BBVA to Strong Sell  https://t.co/hlixanSspE
267,ValuEngine Downgrades Banco Bilbao Vizcaya Argentaria $BBVA to Strong Sell https://t.co/TV0kbw3oDB
268,"@mmarquet @BBVA_Mex @Profeco @CondusefMX Ir amiga, no hay una sola institución ni directiva en México que los.oblig… https://t.co/RdnvdKK5lZ"
269,"@eduardocasdi @JessCiin @BBVARe_mx @BBVA_Mex 
@bbva
@Profeco 
Me he comunicado a su línea de atención telefónica y… https://t.co/xDGOcLNGCm"
270,"@Soyfurrr A mí BBVA me funciona muy bien. Creo que no son quienes cobran menos intereses, pero tienen súper buena a… https://t.co/VPSFRUUWGw"
271,"@26carlossm Sentimos las molestias ocasionadas y te pedimos disculpas por ello. En cualquier caso, si así lo deseas… https://t.co/aZBzHIORrd"
272,@BBVA_espana El servicio de atención al cliente lo guía refiriéndolo a otros departamentos internos para que pierda… https://t.co/oGJ7ouiXjR
273,"@yeissiGL @BBVAProvincial Estuve en su misma situación y me sirvió twittear a atención al cliente BBVA, luego nada,… https://t.co/tDdoaKlfvj"
274,El servicio de atención al cliente de @bbva_argentina es pésimo. Me voy a cambiar de Banco. Deposite 10K hace más d… https://t.co/K5PLtyyMJO
275,"RT @pazvidelaromero: @bbva_argentina sigo sin entender como funciona su atencion al cliente, telefonicamente te derivan a las redes pero en…"
276,@fikagatanegra Hola. Puedes escribirnos a infobbvaresponde@bbva.com o @BBVAresponde_es para que los compañeros de a… https://t.co/mUWO34kfGx
277,"@bbva_argentina sigo sin entender como funciona su atencion al cliente, telefonicamente te derivan a las redes pero… https://t.co/VHtxQfVM1X"
278,@luisgarciarestr @BBVA_Colombia Pésimo el servicio de atención al cliente. Es como pedir asesoría a una pared
279,@BBVA_Colombia Pésimo el servicio de atención al cliente. Es como pedir asesoría a una pared
280,@BBVA_Colombia Pésimo el servicio de atención al cliente. Es como pedir asesoría a una pared
281,Hola @bbva cómo hago para comunicarme telefónicamente con un representante por un problema con mi cuenta? En el nro… https://t.co/506daZ77mS
282,@sdr_87 Buenas tardes Laura.Para poder desbloquearte el usuario de BBVA Net Cash y mandarte una nueva contraseña de… https://t.co/v3XUuFhMkA
283,"@fer2200 Buenas tardes Ferrán. Para BBBVA Net Cash se debe acceder en: https://t.co/7qLBIa0r1K opción ""empresas"", e… https://t.co/Vk1E366mM1"
284,"@BBVA_Colombia es imposible comunicarse a su línea de atención al cliente, cumplo con los requisitos para que no me… https://t.co/0NRtPuqJLZ"
285,@antonioalvar Hola. Desde redes sociales no pedimos datos personales por seguridad. Te recomendamos que escribas a… https://t.co/GraaBdkSEO
286,@aprendemasxmeno Hola. Puedes escribirnos a infobbvaresponde@bbva.com para que los compañeros de atención al client… https://t.co/qtWycGAj51
287,"@bbva_argentina hola, como hago para comunicarme con ustedes? estoy hace semanas intentando llamar a atencion al cliente y nadie me contesta"
288,@Goku30088 Hola. Puedes escribirnos a infobbvaresponde@bbva.com para que los compañeros de atención al cliente pued… https://t.co/pQqsfZ7lQH
289,"@bbva Ya la oficina me ha devuelto el recibo, me dice que la comisión de descubierto 0,18 y 30€ la tengo que reclam… https://t.co/TnHzKa5HI0"
290,"@bbva atención al cliente pésima. Reclamación el día 28/9 por no poder atenderme en oficina , no cogen teléfono. A… https://t.co/gRUpgeqEgu"
291,la línea de atención al cliente de @BBVA_Colombia en serio que parece diseñada por la señora que no saluda cuando u… https://t.co/8LcN17JunZ
292,"Que difícil ser cliente de 
@BBVA_Colombia sin oficinas de atención al público un sábado, sus líneas nunca están di… https://t.co/ajPs1ccvqz"
293,"Que difícil ser cliente de @bbva en Colombia, sin oficinas de atención al público un sábado, sus líneas nunca están… https://t.co/p4tnXkeNVc"
294,@ASPECPERU Hay bancos como el BBVA que con mucha amabilidad  te orientan y reprograman deudas. El Scotia tiene una… https://t.co/TrgWipj844
295,"@BBVA_Mex  tarjeta de credito VIVE, no pasa los puntos en suburbia (hay promocion de puntos dobles) intente en 3 es… https://t.co/QoP0ZH2hiG"
296,"Suena bien esta medida, ojalá sea en verdad en beneficio del usuario. Y sí, en la app, actualmente exige datos biom… https://t.co/rZU0sp8bJL"
297,"@BBVA_Mex (\_/)
( •_•)
/ &gt; ❓

Ojalá que de verdad pudieran ofrecernos más y mejores soluciones para las tarjetas de… https://t.co/xm14drf4mp"
298,RT @victor_abrego: @mario_dico50 por desgracia las bases de datos de los bancos son publicas de manera que cualquiera te marca te dice dato…
299,"México tendrá nuevas tarjetas de BBVA, sin números ni CVV https://t.co/qWDm64TINB"
300,RT @victor_abrego: @mario_dico50 por desgracia las bases de datos de los bancos son publicas de manera que cualquiera te marca te dice dato…
301,@mandarined Mismo caso con BBVA. No sabría qué banco recomendar porque todas las tarjetas que he tenido han sido as… https://t.co/wUCFDh0U39
302,"@BBVA_Mex Buenas tardes, una duda ¿esta persona trabaja para ustedes? a cada rato publica en Facebook diciendo que… https://t.co/e7F6BEWXfj"
303,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
304,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
305,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
306,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
307,"RT @elEconomistaes: 💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
308,"💳 La (revolucionaria) idea del BBVA con las tarjetas
 https://t.co/YqT2DW0JE7"
309,@mario_dico50 por desgracia las bases de datos de los bancos son publicas de manera que cualquiera te marca te dice… https://t.co/f1Cxg1eb4S
310,"RT @LucianaArata: El acoso telefónico ofreciendo tarjetas de crédito del @bbva_peru continúa, pese a que ya ""elevaron el informe"" para que…"
311,"El acoso telefónico ofreciendo tarjetas de crédito del @bbva_peru continúa, pese a que ya ""elevaron el informe"" par… https://t.co/sMO3TyhHwx"
312,"RT @BBVAParaguay: Llegan los Cheques del @Shopping_delsol Anniversary Edition 🎉 
Aprovecha los beneficios exclusivos con tarjetas de crédit…"
313,@LifeMiles deja de tener aliados en Perú? Las tarjetas de @bbva_peru y @interbank (a partir del 24 de octubre) no p… https://t.co/RYQKkryeaj
314,"@JungParkAR Latam - BBVA, con la pésima novedad del abandono de las rutas domésticas, ya no es una opción interesan… https://t.co/FSXBagiQo5"
315,¿El fin de las #tarjetas físicas? #BBVA lanza 'Aqua' para liderar la #revolucióndigital en los pagos por la pandemi… https://t.co/w1tEsbppAL
316,"México tendrá nuevas tarjetas de BBVA, sin números ni CVV https://t.co/PJ00feuQPI"
317,@Soyfurrr Lo malo con BBVA y Santander es que tienen muchas filtraciónes de datos y es probable que tengas cargos n… https://t.co/7emfe7gRdY
