,text
1760,"Podrían por favor ayudarme a desbloquear mi tarjeta de debito y crédito me bloquearon ambas tarjetas y es imposible comunicarse por las líneas de atención al cliente, dice que mi cédula no está registrada en el sistema, me encuentro fuera del país me urge estoy sin dinero en el extranjero"
1761,"@bbva_colombia  tiene la peor experiencia al cliente en solitud de respuestas en canales digitales, presenciales y telefonicos....es pésima, llevo mas de 3 meses tratando de resolver un robo que me hicieron a mi tarjeta de crédito y sigo todavía en espera de alguna respuesta de parte de ustedes y pagando un dinero que nunca gaste.."
1762,El peor banco del mundo en definitiva
1763,Hola buenas tardes estoy tratando de llamar con los numero que se encuentran detrás de la tarjeta porque mi cuenta BBVA móvil esta bloqueada y nada que contestan
1764,"Llevo más de un mes esperando que ""actualicen"" la app para que funcione en mi celular; me he comunicado por todos los canales posibles y la solución es que tengo que esperar; hace MAS DE UN MES no hay solución, haiga tengo que hacer todas las filas del banco y del resto de comercios."
1765,La verdad bbva es lo peor 10 dias llamando para que desbloquear una clave y nada lo peor
1766,"@bbva_colombia  execelente video, de verdad información valiosa para proteger nuestra información en la web. Gracias!!!💙"
1767,Pilas con la retención de sobrantes de libranzas;  que no han reembolsado a clientes beneficiarios de alivios financieros ... se ha convertido en “tormento financiero” 😕😒
1768,"Ladrones, pasaron de ser el mejor banco del país, al banco que más abuso de sus clientes en pandemia!!! @bbva_colombia"
1769,"Necesito Que banco BBVA me explique las razones en las cuales y luego de 2 derechos de petición interpuestos , en ambos a incumplido la contestación dentro de los 15 días hábiles siguientes, por otro lado , no es un trato justo pretender que yo como cliente llame a líneas de atención solicitando respuesta y cuelguen el teléfono , sin ofrecer mecanismos adicionales de conducción efectiva con esta entidad."
1770,Que buen tema el de seguridad.. Me gustó mucho la información que nos brindaron.
1771,Y el servicio al cliente para cuando? Pésimo BBVA
1772,"Para cuando normalizan mis pagos que abonaron a los periodos donde me encontraba en alivio financiero?, 4 meses y servicio al cliente no ha podido realizar una operación tan básica como esa."
1773,"Excelente 👌, me encanta, gracias por los tips. Definitivamente el Mejor Banco."
1774,"Buenos días , son muy importantes y necesarias todas las recomendaciones... Gracias BBVA👍🏻👍🏻💕💕"
1775,"Espectacular las recomendaciones , el mejor banco , gracias 😊"
1776,excelentes recomendaciones
1777,"👏👏👏👏 por lo general los policias son los que dan las recomendaciones, los felicito BBVA  por preocuparse por sus clientes"
1778,"Gracias, gracias, gracias"
1779,Antes amaba su servicio al cliente! Que les paso? Esta de lo peor :(
1780,Excelentes recomendaciones... Gracias BBVA
1781,@bbva_colombia pésimo servicio
1782,Será que aaaaaalguien puede ayudar para cancelar este servicio del 🍑???
1783,"De qué seguridad hablan???, es inaudito que pongan a los clientes a tramitar solicitudes personales por redes sociales como Facebook e Instagram. Que poco  profesionalismo y respeto por nosotros los clientes."
1784,"Gracias bbva, por por tan buenas recomendaciones"
1785,Que pesadilla tratar de comunicarse con este banco!! Nunca contestan el teléfono y si contestan se cae siempre la llamada cuando hacen la transferencia!!
1786,Imposible comunicarse con este banco a esos teléfonos ni te ponen a esperar te cuelgan enseguida que mal servicio atención al cliente
1787,De lo peor que banco tan malo.
1788,"El fraude lo hace el mismo Banco. Como es posible que después de 5 años se inventen una cuota de manejo por una tarjeta que estaba bloqueada por robo y que por obvias razones no se utilizaba. Ahora llamas a cancelar y te ponen todos los peros del mundo, atención pésima sin soluciones BANCO LADRÓN"
1789,"Llevo semanas intentando comunicarme,  que servicio tan malo... necesito que atiendan mis solicitudes urgente"
1790,Seguridad y cualquier cosa urgente y no contestan nunca
1791,"@bbva_colombia pésimo servicio, no hicieron el apoyo acordado al préstamo hipotecario, siguieron debitando de la cuenta, y ahora me están cobrando los intereses de mora, se les olvidó suspender el cobro pero si se acordaron de cobrar los intereses de la ayuda que no me dieron"
1792,"Que es lo que pasa con sus canales de atención que nadie contesta, no hay direccion para envío de quejas y su chat solo envía respuestas genéricas. SU SERVICIO ES PESIMO, NECESITO QUE DESBLOQUEEN MI CLAVE DE PSE QUE ESTAN BLOQUEANDO CADA MES!!! RESPETEN AL USUARIO, CONTRATEN ASESORES QUE RESPONDAN LAS LLAMADAS!!!!!"
1793,Es directo
1794,"En el teléfono no hay asesores disponibles nunca, en chat de bbva.com.co lo responde un Bot que no entiende nada. Y en estas redes sociales no responden en el chat directo como prometen!  Toco volver al banco físicamente... UGA UGA! Hahaha..."
1795,Mal servicio y mala atencion al cliente. Cada vez que voy a un cajero automatico presenta error  y son los mas arcaicos y demorados para dar cada paso. Mientras que los otros bancos tienen tres o cuatro cajeros automatico este banco tiene dos y uno de ellos no sirve.
1796,"Si horrible, he ido personalmente y he llamado mil veces y nada. Me dicen q me llamaran. Les quedo grande el servicio."
1797,"Ofrecen disque varios canales de atención, uno acude a todos y en ninguno se obtiene respuesta.. Que mal servicio."
1798,"Es el peor servicio que he recibido por parte de una entidad financiera, y lo embolatan a uno ...tengo una PQR....se cumplió el tiempo y ahora salen que debo radicarla en físico...y porque no dicen eso al momento de recibirla por teléfono...juegan con los usuarios y se prestan para suplantación de identidad."
1799,"Nada que obtengo respuesta sobre una situación  con BBVA wallet, intente hacer un pago en línea, nunca se realizo la compra, pero el dinero si fue debitado de mi cuenta, nadie responde en sus líneas de atención, es muy triste la atención de este banco, y ahora nadie responde por mí dinero, ya no se siente seguro seguir usando sus productos."
1800,Abusivos
1801,Será que pueden contestar los mensajes tengo la app bloqueada
1802,Y la línea para comunicarse no sirve
1803,@bbva_colombia excelente desarrollo... muy útil y practico
1804,Respondannnnnnnn
1805,"Y el que recibe el dinero, cómo lo reclama?"
1806,"Tengo una inquietud, este proceso solo aplica para los receptores que tienen cuenta con BBVA?"
1807,Se puede hacer desde una cuenta empresarial?
1808,Espectacular 👏👏
1809,"Van tardecito, no!"
1810,"🇨🇴Excelente noticia "" BBVA siempre adelante"" 💙💙💙💙💙💙"
1811,Hola se puede hacer esto a una persona que tenga cuenta en otro banco?
1812,Hola...en donde se puede retirar el dinero sin cobro?
1813,"@bbva_colombia es el peor Banco de la historia 💩🤮 Llevo mas de 2 meses (desde el 6 de mayo) esperando una respuesta y no se dignan a responder, y lo peor es que sus asesores no saben ni donde están parados... cada uno responde cosas muy diferentes, y las quejas no sirven para nada... PESIMO SERVICIO AL CLIENTE"
1814,"Lo triste es que apliquen tanta tecnología pero con lo básico que son los cajeros no exista una trazabilidad, a mi mamá @dannasanta1 que es cliente de BBVA hace años, fue a retirar del cajero del que siempre retira y este no le arrojó el dinero, así que volvió a retirar y pasó el reporte de su dinero que no salió del cajero... después de semanas la respuesta es que de malas porque aparece el retiro, cómo así señores BBVA, es que ese era el problema por eso tenían que verificar el cajero, las cámaras y no hacerse los locos y robarle $500.000 a un cliente, que falta de RESPETO"
1815,"Esta...de Banco cobra 21000 de cuota de manejo de una tarjeta de crédito que ni uso, ratasd"
1816,excelente
1817,A qué horas para estar pendiente ?
1818,"INCREIBLEMENTE VOY A PAGAR LA ULTIMA CUOTA DE MI CREDITO Y NO LO PUEDO HACER EN LINEA, POR PANDEMIA NO PIENSO POR NADA DEL MUNDO PONER UN PIE EN SUS INSTALACIONES POR MI SEGURIDAD. NO HAY LINEAS DE ATENCION DONDE COMUNICARSE, EL CHAT ES UNA MAQUINA QUE TE DA MULTIPLES RESPUESTAS SISTEMATIZADAS, NADA QUE TENGA QUE VER CON MI SOLICITUD Y EN LAS REDES SOCIALES NOS BLOQUEAN Y NO RESPONDEN, QUE CLASE DE SERVICIO AL CLIENTE ES ESA???? SI NO PUEDO HACER MI PAGO EN LINEA, NO VOY A PAGAR NADA!!! #NoUsoMasBBVA @superfinanciera"
1819,Hola yo llevo 2 semanas comunicandome con servicio al cliente y no atienden ud me puede ayudar porfavor?
1820,"@parchis_torneo_colombia Venta de oro de parchís  2000 mil pesos x 1 millón de oro parchís. Se realizan también torneos, ven y participa."
1821,Tienen un pésimo servicio al cliente! Llevo una hora en una llamada y me han redirgido 4 veces la llamada porque ningún de sus asesores sirven para solucionar mis dudas! Menos mal ya solo tengo un solo producto con ustedes el cual voy a cancelar
1822,🙌👏👏👏
1823,"El servicio, tramites y sistemas del banco esta pésimo, tramite un alivio por covid desde la ultima semana de marzo y primera semana de abril y ahora me llega un extracto con tres cuotas vencidas porque no lo aplicaron, trato de comunicarme por las lineas porque coloque una queja para resuelvan desde el viernes pasado y ahora me dicen que no esta registrado por alivios de covid, sres bbva aun sigo esperando respuesta"
1824,"Son horribles en su sistema de servicio, desde marzo llevo una solicitud y no dan respuesta, si uno escribe por ese medio de una le responden que ayudan con la solicitud, pero después lo dejan siempre en visto sin ninguna respuesta"
1825,"Que falta de respeto, veo que hacen lo mismo con todos los usuarios, en este momento @bbva_colombia es el unico banco que ha dejado a sus clientes desamparados ni las cooperativas ni los demas bancos tratan asi a sus clientes en este momento."
1826,"Esto me escribe el @bbva_colombia  Hola, te informamos que tu requerimiento se encuentra radicado bajo el número 20200508-141628-16469 sobre el cual te estarán brindando respuesta formal a la solicitud presentada en los próximos días. Un saludo. Y HASTA AHORA NADA!"
1827,"Aquí en Oficina Valle del Lili Cali,  las cuentas no se abren facil. Mande la documentación con anticipación por correo.  Y voy al día siguiente y ponen a esperar un cajero hasta q atienda todas las personas que llegaron despues porque el esta ocupado. En este banco el que abre cuentas no es un asesor comercial sino un cajero.  Es decir aqui no se respeta ni el turno y menos el tiempo."
1828,"Tengo un celular huawei que no tiene play store y no he podido descargar la app, cuando va a estar disponible en huawei store?"
1829,"Que mala la atencion en @bbva_colombia en la oficina de cedritos, pasan 45 min y solo entran dos personas a la oficina de paso los cajeros malos y no tienen cajero inteligente eso agilizaría mucho las cosas"
1830,"Buenas tardes, desearía saber cómo o cuáles son los requisitos para abrir una cuenta en Argentina estando viviendo en Colombia???"
1831,Son unos ladrones.
1832,Son unos ladrones
1833,"La aplicación no me deja entrar, siempre me indica que verifique la clave y vuelva a intentar y nada y necesito hacer una transferencia."
1834,"Pésimo el servicio al cliente, no existe esa palabra en este banco, nunca dan soluciones,cuelgan las llamadas.  Es absurdo que tengas canales virtuales que no funcionan"
1835,"Pesimo servicio, no solucionan nada, errores internos y el cliente paga #ugauga"
1836,Lo peor sacaron mal mis certificados tributarios de lo peorrrr
1837,Un abuso sus cuotas de manejo! Debería calificarse como violatorio del consumidor financiero.
1838,llamadas de estos numero pueden ser ladrones todo se identifican del banco de BBVA 3222776874 --- 3011041320 ----3112117734 ---3123005987 --- 3112209092 ---- 3123643512 --- todos son números del banco cobran un seguro que jamas he adquirido son unos abusivos ladrones
1839,Tengo problemas con mi cuenta y llevo días llamando y la llamada después de timbrar varias veces siempre se corta o nunca contestan👎
1840,No contestan
1841,"Que porquería de servicio, ahora con que atienden solo por canales virtuales, muchas personas escriben y nunca reciben respuesta. Todos los maestros deberíamos cambiarnos de banco, imagínense señores que no pueden asistir a una oficina y ahora sin líneas donde comunicarse."
1842,Me podrían dar una línea telefónica donde contesten estoy en medellin
1843,Buenas tardes señores una pregunta cómo hago para reactivar mi aplicación ya que debido a lo del covid 19 quede atrapado en Venezuela y cambie de telefonos y no puedo activar la aplicación por qué por lo que entiendo hay que tener la Sim colocada y como no tengo Roaming internacional por qué no me deja la operadora les pregunto cómo hago? Este es el banco más complicado que e tenido en mi vida
1844,"Buenas noches...! Obtener una respuesta de ustedes es una odisea. 
Tengo un reclamo formal y requiero respuesta, a continuación expongo mi caso:
Tengo tres giros internacionales que no he podido negociar en línea porque me encuentro fuera de Colombia y la aplicación la perdí, porque se me reinició el teléfono. 
Y el día de hoy 21/07/2020 Entro a mi cuenta y veo con asombro y desconfianza que uno de mis giros está negociado en Agencia, sin haberlo hecho y/o autorizado... Además el dinero no está disponible en mi cuenta. Es un fraude Me comunico a la línea y atención y nadie sabe darme respuesta Exijo respuesta por esta vía y que me den una solución, me encuentro en Venezuela y por la amergencia sanitaria no puedo viajar a Colombia Les escribo al correo y hacen caso omiso a mi solicitud Espero que al menos por aquí alguien me de una respuesta positiva y me solucionen el problema"
1845,"Es una falta de respeto que ninguno dé información de lo ocurrido y me respondan por mi dinero. Así que agradezco se comuniquen conmigo, al privado les puedo dejar mi contacto de teléfono"
1846,Muy innovadores con la tecnología pero su página web está caída hace días... cuándo piensan solucionarlo????????
1847,"Quiero hacer una transferencia a otro banco, ya he hecho muchas transferencias pero ahora cambiaron el procedimiento y no funciona. Ya no sé qué hacer"
1848,Vamos para el tercer mes y mi solicitud aún no tiene respuesta. Qué desespero este banco
1849,"♥️ sin duda la mejor apuesta, la educación!"
1850,Pésimos canales de comunicación
1851,"En este Banco BBVA realizar una consignación se convirtio en un pesadilla, hubo un ROBO por parte de sus funcionarios y solo responden, no aqui no hubo '' anomalías'' nada más."
1852,"Pésima atención, pésimos sus productos virtuales, debitaron un dinero de mi cuenta que nunca llegó a la cuenta de destino, y ahora el dinero no aparece, necesito la devolución del dinero,  es increíble que en el mismo banco le embolaten a uno la plata."
1853,Excelente historia de vida ! Excelente banco
1854,👏👏👏👏💙 Un linda enseñanza 💙
1855,Muy bonito todo pero nadie atiende a los usuarios pfffff 👎🏽
1856,Las oportunidades para BBVA fue darme lo más duro que pudieron en tiempos de pandemia con los intereses y las cuotas de manejo...tienen razón saben aprovechar las oportunidades 👍
1857,"Estoy desde hace 3 meses intentando que me resuelvan mi caso y en ninguna parte me dan una respuesta clara, me envían a comunicarme con otras líneas en las que nunca contestan. Es el colmo del descaro este banco, no he podido realizar unos pagos por la demora es sus soluciones pero eso si los intereses van subiendo y la que tengo que responder soy yo!. Que desgracia haber adquirido este producto con ustedes, es una PESADILLA!"
1858,Buena tarde requiero soporta para generar mi certificado tributario
1859,"De los mejores Bancos en atención al público, gracias."
1860,Buenos días un fabor nesecito ayuda con mi bbva móvil no puedo entrar desde q me robaron el celular me aparese esto Bbva co no se ejecutara
1861,Bbva co no se ejecutará sin los
1862,"Bbva co no se ejecuta que norá sin los serbisios de Google pley,"
1863,Que no son compatibles con tu dispositivo
1864,"No me dejan cancelar, llamo y me cuelgan, pague la totalidad de mi tarjeta y me dicen que no puedo cancelar, mal servicio"
1865,No me dejan cancelar
1866,"Son unos ladrones, ofrecen alivios por el tema de la pandemia y después hacen unos cobros de intereses excesivos el alivio se vuelve una tortura, a pesar de haber cancelado en su totalidad mis obligaciones me siguen cobrando unos intereses altísimos ""del alivio"" cuando se supone ya estaban saldados, pésima atención al cliente en las oficinas y por teléfono ni hablar, a eso sumenle la llamadera por teléfono a ""cobrar"" lo que ya está pago. Es un infierno tener algo con este banco"
1867,Que banco tan negligente y absolutamente mediocre. Me han robado dos veces la plata y no responden.
1868,"Quiero reportar por este medio algunas llamas extorsivas que he estado recibiendo por unos supuestos “Abogados del BBVA” haciéndome creer que tengo una deuda con el banco, tuve hace muchos años algunas tarjetas con ustedes, pero hace años las cancelé y lo corroboré ahora nuevamente al ir a una de las sedes principales del BBVA y efectivamente me alertaron de que era un fraude, ya que no tengo nada con el BBVA y mi historial no presenta ninguna deuda pendiente.Tengan mucho cuidado, porque ahora con la situación que estamos viviendo de la Pandemia, hay mucha gente inescrupulosa utilizando el nombre de esta empresa tan reconocida para el lucro a través de llamadas extorsivas 🙁😠"
1869,BBVA es el peor banco donde se puede tener un producto. No responden solicitudes. Solo contestan con mensajes automáticos. Por favor respondan a derecho de petición interpuesto por cobros injustificados y usura.
1870,"Pésimo banco, tuve problemas para cancelar la tarjeta de crédito y ahora la cuenta de ahorro.son unos ladrones!! Cobran mes por adelantado las cuotas de manejo así uno quiera cancelar e informe por adelantado hay que pagarles lo que no se ha usado. Ladrones!!"
1871,"Nadie sabe porque no contestan en las lineas de atención, todo vía web, pero además si llaman que llaman días después llaman de mala gana  a regañarlo a uno prácticamente diciendo (el banco es digital) mi consejo es cambien de banco. A uno nacional"
1872,Hola cuándo van a tener la aplicación para plataforma hawei?
1873,@bbva_colombia 👏🏻👏🏻👏🏻👏🏻👏🏻
1874,👏👏👏 Excelente
1875,"Super, un cambio absolutamente bueno👏🏻"
1876,"Buenas tardes, están aprobando créditos personales??"
1877,"Hola buena tarde, me gustaría saber como se accede a estos talleres."
1878,👏👏👏👏🙏🙏
1879,Dónde podemos acceder
1880,Feliz día del árbol....🤔
1881,Cómo reclama el destinatario de la transferencia 🤔🤔🤔🤔
1882,"Hola muy buenas tardes, me dirijo a usted con el mayor respeto que merece, quisiera pedirle que apruebe mi solicitud de ayudas  soy un joven de la ciudad de cartagena de 22 años de edad, el cual tiene una fundación llamada hijos de Belén, en esta fundación desde el mes de enero estamos en gestionamiento de mercados para llevar a familias que no tiene que comer, hemos logrado llegar a la mayoría de barrios donde aún no ha podido llegar esas ayudas, quisiera pedirle el favor y me permita contar con tu ayuda, tengo un listado de casi 120 familias a las cuales no he logrado ayudar y no ha llegado ninguna ayuda del gobierno son familias que están con problemas de vulnerabilidad, personas de la tercera edad con problemas de discapacidad tanto física como mental, niños y niñas con  problemas de desnutrición, de ante mano le doy gracias por su atención prestada, y espero su pronta respuesta. Dios le bendiga. @bbva_colombia"
1883,No me he podido registrar a BBVA.net y con su nueva actualización de ir a un cajero para registrar una nueva cuenta todo lo complican más! La idea de las apps es no salir de casa
1884,Este banco es una completa estafa
1885,El peor banco de todos son ustedes no respetan los clientes y son poco profesionales de verdad que piensen mucho si alguien se quiere pasar a este banco nunca ayudan al cliente
1886,"Pésimo banco, tengo un crédito de consumo con ellos y mi saldo subió casi 500.000 pesos de la noche a la mañana y nadie me da razón del porqué. El call Center es peor, como no saben que decir te cuelgan la llamada...no recomendaría jamás en mi vida este banco...no veo la hora de cancelar toda relación con ellos."
1887,@bbva_colombia  es una groseria de servicio tratando  de hacer  un trámite  que por  negligencia  del  Banco  ni  ayuda  ni  arreglan  ni en persona  NUNCA  saben que  los canales virtuales  porquerías ... tras de que  cobgan3 y descuentan  por  TODO  no  aparece  los registros  y movimientos  de una cuenta  por  falla del sistema  y un mes... 🐀🐁🐀🐁🐀🐁
1888,"Señores @bbva_colombia llevo todo el día tratando comunicarme con ustedes para desbloquear mi BBVA net.... que difícil se ha vuelto hacer un tramite tan sencillo. Te mandan de un canal al otro, he llamado varias veces y cuelgan la llamada. En serio he perdido el buen concepto que tenía de ustedes."
1889,Porque no atienden los requerimientos de las personas tengo ya más de 1 semana or el chat y no atienden
1890,❤️🥰
1891,Que bonito ❤️❤️
1892,Que labor tan linda... Cada día más orgullosa de pertenecer a esta familia ❤️❤️❤️
1893,"Pésimo servicio, uno llama y nadie da solución... lo asesores se burlan y no ayudan a nadie. Que experiencia tan mañ"
1894,Que orgullo
1895,🙏🙏💙💙
1896,La mejor aplicación ! Felicitaciones 👏
1897,Gran  verga!
1898,Hola! Me gustaría saber si tienen alguna oficina abierta los días sábados en Barranquilla por favor
1899,"Que mal servicio y desorden el PEOR BANCO que he conocido que desorden y mentiras de funcionarios y tomadera de pelo, que respeto  con el usuario #superfinanciera"
1900,Que IRESPETO
1901,"Paguen las pensiones primero. INDOLENTES. Respondan a la queja “Hola, te informamos que tu requerimiento se encuentra radicado bajo el número 20200508-141628-16469 sobre el cual te estarán brindando respuesta formal a la solicitud presentada en los próximos días. Un saludo.” SIGO ESPERANDO!!!"
1902,JAJAJAJA. ESTO LO PAGAN CON LOS RECURSOS QUE BLOQUEAN A OTROS USUARIOS.
1903,SUPERINTENDENCIA FINANCIERA
1904,No funciona! @bbva_colombia ayer me dijeron en su Contact que hiciera transacciones por cajero automático!
1905,"Y el@subgerente andando con mi tarjeta de crédito activa y entregada y dos veces hice la gestión y todos los dias una mentira y en el audio@dicen una cosa y en las oficinas otras y hasta para quererme salir de este PÉSIMO servicio del Banco BBVA ha sido un problema y negligencia tanto de los funciona de las oficinas como del audiorespuesta que horror  esto es peor que los hackers y cualquier atentado de seguridad informática #superfinanciera, #quemalservicioalcliente,"
1906,"No son coherentes entre lo que dicen y lo que hacen la entrega de su promesa de valor al cliente es pésima, y de digitales creo que les falta mucho. Llevo una eternidad queriendo salir de una tarjeta de crédito y primero me hacen el proceso de fidelización y al no aceptar ahí si comentan que no se puede cancelar. Estas cosas son las que me hace anhelar cada vez más nuevas alternativas financieras y van a hacer que las fintech los deje atrás y con una experiencia de cliente desastrosa"
1907,"Me pueden explicar por qué me están descontando descaradamente dinero de mi cuenta de ahorros con ña excusa de ""cobro comisión"""
1908,Ese tema de cuotas de manrjo y demás cobros no se había acabado?
1909,Tengo cuenta en bbva y no sirve el portal.  Se perjudica uno porque no se puede hacer pagos por ahí
1910,La plataforma para Los pagos por PSE nunca sirve eso es ser Huga Huga ... tener que ir al banco pprque mo pueden arreglar su propia  plataforma
1911,"Es el banco mas Uga Uga en Colombia. Las lineas de contacto no sirven y el@chat con el asistente virtual no sirve para nada pues dificilmente el requerimiento coincide con las opciones que aparecen. Es como querer comunicarse con una pared. Me tienen realmente molesto con el acoso, por que no se se puede llamar de otra forma, a la llamadera con una grabacion a recordar que proximamente se vence su obligacion si no he estado en mora y diez dias antes del vencimiento de la cuota hice el pago total de la obligación. Ademas entro a ver el estado y me aparece un saldo en la obligacion que no se de donde sale y al ver los movimientos no hay nada. Sistemas de informacion Uga Uga"
1912,Que pasa BBVA ustedes eran un excelente  banco ahora se volvieron del montón
1913,"Qué pasa con ustedes sus líneas telefónicas no atiende, bloquean las tarjetas sin aviso al cliente."
1914,Pésima entidad.
1915,"Necesito comunicarme necesito ayuda y por ningún medio me atienden, qué pasa?"
1916,"Un asco la atención telefónica... bloquean tarjetas y para desbloquearlas habrá q hacer magia... ya he llamado más de 80 veces, de las 40 que me ha caído 40 veces me han cortado o se cae la comunicación por su sistema o el operador corta. La verdad ya no se que hacer, qué problema que para hacer una simple compra con tu tarjeta de debido en tiempos de pandemia tengas q pasar tantos problemas y sin respuesta porque no te dan respuesta. Fatal servicio."
1917,Señores BBVA cómo hace una persona de 84 años que necesita activar su cuenta y se encuentra en el municipio de Sabanalarga y la cuenta es de Barranquilla. Esta persona por su edad y las restricciones por el Covid_19 no puede desplazarse?
1918,"La peor actualización que han echo es la clave de operaciones por atm, porque no piensan en él cliente en época de pandemia, tengan sentido comun que no en todo lado hay cajeros BBV, un pésimo servicio él de este banco"
1919,"Necesito que alguien se comunique conmigo ustedes son el peor banco que hay en colombia!! Desde el 24 de Junio estoy intentando hacer el pago de un crédito y BBVA NET no funciona y no contestan los teléfonos, hoy por fin me contestaron y resulta que por problemas técnicos de ustedes estoy en mora. Son unos ladrones!!! Fuera de eso me dicen que no puedo hacer el pago en línea por lo que ya estoy en mora y eso es mentira! La plataforma debe funcionar siempre. La solución que me dan es que vaya a una oficina a pagar pero les recuerdo... que estamos en pandemia y yo estoy embarazada. NECESITO UNA SOLUCIÓN YA!"
1920,"La atención telefónica tenaz, la actualización de la app peor, tengo problemas con mis transferencias desde que me metí en este banco y no me dan solución, porque ni los mismos asesores saben cómo funciona.la.app"
1921,Alguna línea telefónica donde comunicarse en Bogotá? Que sirva por favor
1922,"Buen día, quiero expresar mi inconformidad con la negligencia que tiene el banco hacia mi solicitud, su servicio al cliente es nefasto y no dan solución a mi tramite, estoy solicitando los alivios decretados por el gobierno nacional desde el 27 de abril y nadie responde. A raiz de esta situación me dejaron sun plata, pues para esta entidad financiera prima sus estados financieros y su cartera que lo ordenado por el Gobierno Nacional. Son lo peor, mientras varios bancos ayudan a sus clientes a superar esta siatuació  que vive el país y el mundo entero, ellos lo único que hacen es hundirlo a uno, cobrar intereses moratorios y enriquecer sus arcas. @superfinanciera por favor su intervención con este atropello"
1923,"Yo solicite un préstamo para vivienda desde febrero, y ni siquiera se han tomado el trabajo por lo menos, por respeto de darme una respuesta, asi sea no, pero nada."
1924,Terrible que la actualicen y no funcione! De paso lo hacen para principio de mes que hay que hacer pagos de arriendo y servicios en plena pandemia que no se puede salir!
1925,Preciso el día que las compras del día sin iva se deben hacer por los medios digitales BBVA Colombia presenta fallas.
1926,Ingreso a la aplicación para pagar mis servicios y nada. Desde la mañana estoy intentando y no he podido...podrán solucionarlo por favor. Gracias
1927,"@bbva_colombia  Si esta leyendo esto por que quiere tener productos con el bbva por primera vez, una recomendación, devuélvase por donde vino, ahorrese dolores de cabeza! De bolsillo y hasta su salud en pandemia. Desilusionada completamente... 0 Digital toca ir a las oficinas fisicas a pagar!! No funciona en digital y si te clonaron la tarjeta (ojo tarjetas que no usas nunca las clonan) alistate a tener que ir por el plástico a la oficina y que la cuota llegue como si las comprar (robo) lo hubieras hecho tu! Por que el robo te lo abonan a tus compras viejas y no a las nuevas. OJO!"
1928,"Me parece de gran irresponsabilidad de parte de la empresa, que en plena pandemia, cualquier operación que se haga con la tarjeta nos obliga salir a un cajero. Deberíamos estar encerrados en casa. Además, la app está con muchos problemas, pueden pasar días sin funcionar."
1929,Son el peor banco de la historia presente!
1930,@superfinanciera por favor hagan algo con respecto a las negligencias que están pasando con esta entidad  financiera no nos dejan utilizar nuestro propio dinero
1931,"buenos dias me pueden ayudar actualizando los valores de mi deuda , gracias ya les escribi por interno"
1932,De que le sirve hacer ese contenido si son el peor banco con el peor servicio.
1933,💪🏽💪🏽💪🏽
1934,"Creo que lo mejor es cerrar la cuenta en @bbva_colombia su servicio es terrible, pesimas las aplicaciones de BBVA , es imposible hacer transferencias desde el celular y uno llama a los canales de atención para poner la queja y nunca lo atienden."
1935,Este es el banco más inepto de Colombia.
1936,Pésimo servicio!!! Que ineptitud para solucionar algo!!! Llevo 4 meses con un caso y no me dan respuesta ni solución!!!
1937,"PÉSIMO SERVICIO AL CLIENTE DE FORMA VIRTUAL, hagan algo por favor!"
1938,ALGUIEN EN ESTE PERVERSO BANCO PUEDE DAR SOPORTE?
1939,"Son el banco más mentiroso y amangualado del país, no fue suficiente con engañar a sus clientes con el famoso alivio que nunca hicieron, pero ya llegara el momento que pierdan ese poder de nuestros ahorros"
1940,Será que nunca van a solucionar el problema con la aplicación ? Que banco tan de malas
1941,No responden en ningún lado. Te roban y no se hacen responsables!!!!
1942,1. FALSA CREENCIA: QUE USTEDES SON UN BANCO RESPETABLE.
1943,"PÉSIMO SERVICIO AL CLIENTE DE FORMA VIRTUAL, hagan algo por favor"
1944,Estoy tratando de comunicarme con un asesor  y no he podido será que pueden ser tan amables de responder?¨gracias.
1945,"Que horror de banco! Lo peor de la vida! Pobre de mis padres tener que lidiar con un banco como ustedes ... Se pensionan y el martirio continua. Es un complique comunicarse con algún asesor, todos están ocupados, el asistente virtual no tiene información precisa y personalizada."
1946,"Todas las veces que intento contactarme con BBVA es un desgaste. No solo no contestan sino el contestador automático es insoportablemente estúpido. Cuando será que la @superfinanciera regule este tipo de conductas? Más competencia en el sector bancario necesitamos, así salen del juego los inefectivos como BBVA."
1947,"INCREIBLEMENTE VOY A PAGAR LA ULTIMA CUOTA DE MI CREDITO Y NO LO PUEDO HACER EN LINEA NO PIENSO POR NADA DEL MUNDO PONER UN PIE EN SUS INSTALACIONES POR MI SEGURIDAD Y NO PUEDO HACER EL PAGO???????? Y NO HAY LINEAS DE ATENCION DONDE COMUNICARSE, EL CHAT ES UNA MAQUINA QUE TE DA MULTIPLES RESPUESTAS SISTEMATIZADAS, NADA QUE TENGA QUE VER CON MI SOLICITUD Y EN LAS REDES SOCIALES NOS BLOQUEAN QUE CLASE DE SERVICIO AL CLIENTE ES ESA???? SI NO PUEDO HACER MI PAGO EN LINEA, NO VOY A PAGAR NADA!!! #NoUsoMasBBVA @superfinanciera"
1948,"Hola, buenos días, necesito ayuda con la App de BBVA Móvil, no me permite entrar y necesito cambiar mi clave de Tarjeta Debido, podrían ser tan amables de ayudarme por favor."
1949,Es real ? Llevo 3 meses cancelando una cuenta y no he Podido ...eso si .. para cobrar las cuotas si de una !
1950,Y el servicio para cuando ?
1951,BBVA  KMYF20.
